id_unidad,nombre_unidad,dependencia,tipo,zona,direccion,latitud,longitud,telefono_fijo,telefono_celular,distrito
140,FELIX TARQUI TRIGUERO,FISCAL,EDUCACIÓN REGULAR,MERCEDARIO SECTOR 7,CALLE CARLOS MODESTO ALCOREZA MELGAREJO,-16.53151555,-68.24440956,,,4.0
141,SAN MARTIN B,FISCAL,EDUCACIÓN REGULAR,URBANIZACION SAN MARTIN B,CALLE 19 DE NOVIEMBRE S/N,-16.54931329,-68.24208407,,,12.0
142,COREA DEL SUR,FISCAL,EDUCACIÓN REGULAR,CALLE TUPUNGATO S/N,"CALLE TUPUNGATO S/N	URBANIZACION BAUTISTA SAAVEDRA UV ""I""",-16.49217872,-68.24691838,,,14.0
143,9 DE JULIO,PRIVADA,EDUCACIÓN REGULAR,AVENIDA TIAHUANACU N° 2000,URBANIZACION VILLA SANTIAGO I,-16.521308,-68.167169,,,1.0
144,GERMAN BUSCH I,FISCAL,EDUCACIÓN REGULAR,GERMAN BUSCH 1-1-2,BARRIO MINERO ENTRE AV. BERENGUELA Y RADIO PIO XII,-16.46242579,-68.17818701,,,5.0
145,YUNGUYO FE Y ALEGRIA A,CONVENIO,EDUCACIÓN REGULAR,YUNGUYO,VILLA YUNGUYO C. MANUEL ENRIQUE ARAUJO S/N,-16.49440002,-68.2251358,,,4.0
146,YUNGUYO FE Y ALEGRIA B,CONVENIO,EDUCACIÓN REGULAR,YUNGUYO,VILLA YUNGUYO C. MANUEL ENRIQUE ARAUJO S/N,-16.49440002,-68.2251358,,,4.0
147,JESUS DE YUNGUYO,CONVENIO,EDUCACIÓN REGULAR,YUNGUYO,VILLA YUNGUYO C. MANUEL ENRIQUE ARAUJO S/N,-16.49440002,-68.2251358,,,4.0
148,YUNGUYO FE Y ALEGRIA TARDE,CONVENIO,EDUCACIÓN REGULAR,YUNGUYO,VILLA YUNGUYO C. MANUEL ENRIQUE ARAUJO S/N,-16.49440002,-68.2251358,,,4.0
149,ADVENTISTA FRANZ TAMAYO,PRIVADA,EDUCACIÓN REGULAR,"VILLA BOLIVAR ""D""",CALLE 132 N° 248 ESQUINA 12,-16.52513338,-68.17422688,,,2.0
150,FRED NUÑEZ GONZALES SEÑOR DE MAYO,FISCAL,EDUCACIÓN REGULAR,URBANIZACIÓN SEÑOR DE MAYO,CALLE 7 ENTRE CALLE C,-16.5988522,-68.16231251,,,8.0
151,24 DE JUNIO,FISCAL,EDUCACIÓN REGULAR,URBANIZACION MANUEL RIGOBERTO PAREDES,CALLE UNION,-16.48057817,-68.26546489,,,7.0
152,MCAL. SUCRE,FISCAL,EDUCACIÓN REGULAR,	MARISCAL SUCRE,CALLE JOSE MANUEL CORTEZ,-16.48489952,-68.22581482,,,5.0
153,NUEVA ESPERANZA A,FISCAL,EDUCACIÓN REGULAR,VILLA ESPERANZA,CALLE PASCOE Nro 777 ESQUINA AV. SUCRE,-16.49069977,-68.19514465,,,5.0
154,NUEVA ESPERANZA B,FISCAL,EDUCACIÓN REGULAR,VILLA ESPERANZA,CALLE PASCOE Nro 777 ESQUINA AV. SUCRE,-16.49069977,-68.19514465,,,5.0
155,RAFAEL MENDOZA CASTELLON A,FISCAL,EDUCACIÓN REGULAR,VILLA ESPERANZA,CALLE PASCOE Nro 777 ESQUINA AV. SUCRE,-16.49069977,-68.19514465,,,5.0
156,ALMIRANTE MIGUEL GRAU A,FISCAL,EDUCACIÓN REGULAR,VILLA ESPERANZA,CALLE PASCOE Nro 777 ESQUINA AV. SUCRE,-16.49069977,-68.19514465,,,5.0
157,ALMIRANTE MIGUEL GRAU B,FISCAL,EDUCACIÓN REGULAR,VILLA ESPERANZA,CALLE PASCOE Nro 777 ESQUINA AV. SUCRE,-16.49069977,-68.19514465,,,5.0
158,RAFAEL MENDOZA CASTELLON B,FISCAL,EDUCACIÓN REGULAR,VILLA ESPERANZA,CALLE PASCOE Nro 777 ESQUINA AV. SUCRE,-16.49069977,-68.19514465,,,5.0
159,WILLIAM BOOTH,PRIVADA,EDUCACIÓN REGULAR,COSMOS 79,CALLE URACIRI PATICA Nro 2064 COSMOS 79,-16.5382321,-68.23424328,,,3.0
160,ANA MARIA ROMERO DE CAMPERO,FISCAL,EDUCACIÓN REGULAR,URBANIZACION SAN MIGUEL,CALLE 6 S/N,-16.46349907,-68.28679657,,,7.0
161,REPUBLICA DE RUSIA,FISCAL,EDUCACIÓN REGULAR,VILLA SAN ROQUE,KM. 12 EL ALTO CARRETERA HUARINA,-16.47570038,-68.26966858,,,7.0
162,SAN ROQUE,FISCAL,EDUCACIÓN REGULAR,VILLA SAN ROQUE,KM. 12 EL ALTO CARRETERA HUARINA,-16.47570038,-68.26966858,,,7.0
163,PABLO ZARATE VILLCA,FISCAL,EDUCACIÓN REGULAR,HUAYNA POTOSI,CALLE CHAHUIRA S/N,-16.47170067,-68.19446564,,,5.0
164,SAN FRANCISCO DE ASIS,FISCAL,EDUCACIÓN REGULAR,URBANIZACION SAN FRANCISCO,CALLE HERNANDO SILES REYES ENTRE MANZANO 4 Y 9 S/N,-16.47685386,-68.2806006,,,7.0
165,SAN FRANCISCO,FISCAL,EDUCACIÓN REGULAR,URBANIZACION SAN FRANCISCO,CALLE HERNANDO SILES REYES ENTRE MANZANO 4 Y 9 S/N,-16.47685386,-68.2806006,,,7.0
166,MILLUNI,FISCAL,EDUCACIÓN REGULAR,"URBANIZACION ""A"" MILLUNI BAJO",AVENIDA SUCRE ENTRE PRIMAVERA Y PEDRO DOMINGO MURILLO S/N,-16.47901695,-68.24325083,,,14.0
167,GRAL. ARMANDO ESCOBAR URIA TARDE,CONVENIO,EDUCACIÓN REGULAR,CIUDAD SATELITE,PLAN 482 ENTRE CALLES 19 Y 20,-16.5298996,-68.15081787,,,1.0
168,GRAL. ARMANDO ESCOBAR URIA MAÑANA,CONVENIO,EDUCACIÓN REGULAR,CIUDAD SATELITE,PLAN 482 ENTRE CALLES 19 Y 20,-16.5298996,-68.15081787,,,1.0
169,REINO DE BELGICA,FISCAL,EDUCACIÓN REGULAR,VILLA ROSAS PAMPA,AV. PANORAMICA Nº 3654,-16.54290009,-68.16849518,,,1.0
170,HEROINA BARTOLINA SISA,FISCAL,EDUCACIÓN REGULAR,URBANIZACION BUENA VISTA,CALLE ANICETO ARCE S/N ENTRE MAMORE Y YACUMA,-16.46444333,-68.26096993,,,7.0
171,PILOTO AVELINO SIÑANI,FISCAL,EDUCACIÓN REGULAR,VILLA ORIENTAL,AV. TUPAC AMARU ENTRE CALLES CALDAS Y PROLONGACION CALDAS S/N,-16.48959029,-68.21681766,,,4.0
172,ESPAÑA - BOLIVIA,FISCAL,EDUCACIÓN REGULAR,URBANIZACION RENACER KOLLA,"ENTRE CALLES INQUISIVI, LARECAJA, OROPEZA Y LOS RAMOS",-16.49429937,-68.26393335,,,7.0
173,EL INGENIO,FISCAL,EDUCACIÓN REGULAR,COMUNIDAD EL INGENIO,COMUNIDAD EL INGENIO,-16.453654,-68.199055,,,13.0
174,CENTRO PEDAGOGICO AMAUTA,PRIVADA,EDUCACIÓN REGULAR,CIUDAD SATELITE,PLAN 561 CALLE 2 Nro 1122,-16.52288573,-68.14907311,,,1.0
175,NOEL KEMPF MERCADO,CONVENIO,EDUCACIÓN REGULAR,"BOLIVAR ""F""",CALLE 137 Nº 360,-16.52449288,-68.18324714,,,3.0
176,BOLIVAR MUNICIPAL,CONVENIO,EDUCACIÓN REGULAR,BOLIVAR MUNICIPAL,CALLE 5 N ro 84,-16.53714904,-68.18898706,,,2.0
177,OCTAVIO CAMPERO ECHAZU,PRIVADA,EDUCACIÓN REGULAR,VILLA TEJADA,AVENIDA ESCALONA Y AGUERO N. 1600,-16.52373171,-68.1566906,,,1.0
178,SAN JULIAN DE LAS NIEVES,FISCAL,EDUCACIÓN REGULAR,URBANIZACION JULIAN APAZA,AV. HEROES DE OCTUBRE NRO. 2025,-16.46450242,-68.25189559,,,7.0
179,REPUBLICA DE MEXICO,FISCAL,EDUCACIÓN REGULAR,PALESTINA,CALLE BELEN Nº 2248,-16.46790287,-68.22044401,,,14.0
180,PLAYA VERDE,FISCAL,EDUCACIÓN REGULAR,URBANIZACION PLAYA VERDE,CALLE 24 DE JUNIO N° 3872,-16.47205433,-68.28535347,,,7.0
181,MILLUNI BAJO,FISCAL,EDUCACIÓN REGULAR,COMUNIDAD MILLUNI BAJO DISTRITO NRO. 13,COMUNIDAD MILLUNI BAJO,-16.432356,-68.2215233,,,13.0
182,12 DE OCTUBRE TARDE,FISCAL,EDUCACIÓN REGULAR,12 DE OCTUBRE,AVENIDA RODOLFO PALENQUE SIN NUMERO,-16.51269913,-68.16326141,,,1.0
183,12 DE OCTUBRE MAÑANA,FISCAL,EDUCACIÓN REGULAR,12 DE OCTUBRE,AVENIDA RODOLFO PALENQUE SIN NUMERO,-16.51269913,-68.16326141,,,1.0
184,AMERICA PANORAMICA A,FISCAL,EDUCACIÓN REGULAR,PANORAMICA II,CALLE LUCIO PEREZ VELASCO S/N,-16.57850075,-68.18125153,,,8.0
185,AMERICA PANORAMICA B,FISCAL,EDUCACIÓN REGULAR,PANORAMICA II,CALLE LUCIO PEREZ VELASCO S/N,-16.57850075,-68.18125153,,,8.0
186,HÉROES DEL LITORAL,FISCAL,EDUCACIÓN REGULAR,URBANIZACIÓN LOS LIRIOS,CALLE 28 DE JUNIO S/N,-16.470046,-68.28879,,,7.0
187,2 DE FEBRERO,FISCAL,EDUCACIÓN REGULAR,URBANIZACIÓN 2 DE FEBRERO,ENTRE CALLES CANDELARIA 12 Y 14 S/N,-16.61916786,-68.1973958,,,8.0
188,CAMINITO A JERUSALEN,PRIVADA,EDUCACIÓN REGULAR,VILLA DOLORES,CALLE 5 Nº 298,-16.51102969,-68.16107063,,,1.0
189,TOPATER DON BOSCO B,CONVENIO,EDUCACIÓN REGULAR,VILLA MERCEDES,AV. GENARO SANJINEZ Nº 1650,-16.56399918,-68.19930267,,,8.0
190,ALEJANDRO MALDONADO,FISCAL,EDUCACIÓN REGULAR,URBANIZACION FRANZ TAMAYO D,	ENTRE CALLES FELIX VEINTEMILLAS Y ELOIDA VALDIVIA MIRANDA,-16.49912149,-68.25611203,,,14.0
191,ADOLFO KOLPING SANTIAGO II,PRIVADA,EDUCACIÓN REGULAR,URB. VILLA SANTIAGO II,CALLE 14 ESQUINA E Nº 2097,-16.53635194,-68.18170755,,,2.0
192,VILLA INGENIO,FISCAL,EDUCACIÓN REGULAR,VILLA INGENIO,AV. GUALBERTO VILLARROEL S/N,-16.47890091,-68.21056366,,,5.0
193,JOSE ANTONIO PAREDES CANDIA,FISCAL,EDUCACIÓN REGULAR,VILLA INGENIO,AV. GUALBERTO VILLARROEL S/N,-16.47890091,-68.21056366,,,5.0
194,SAN SIMON,FISCAL,EDUCACIÓN REGULAR,	SEÑOR DE SAN ROQUE,CALLE CALAMA,-16.24631994,-68.71948244,,,
195,FUERZA AEREA ARGENTINA,FISCAL,EDUCACIÓN REGULAR,URBANIZACION LEON,CALLE SIMON BOLIVAR S/N,-16.49710083,-68.25321198,,,7.0
196,VUELA ANGELITO,PRIVADA,EDUCACIÓN REGULAR,16 DE JULIO,AV. JUAN PABLO II NRO. 300,-16.50038959,-68.17211866,,,6.0
